State,Hospital,City,Zip Code,Designation,Organization_x,y,x
Oklahoma,St. Mary's Regional Medical Center,Enid,73701,Primary Stroke Center,The Joint Commission,36.39377,-97.87091
Tennessee,Sumner Regional Medical Center,Gallatin,37066,Primary Stroke Center,The Joint Commission,36.38981,-86.43389
Tennessee,Tennova Healthcare - LaFollette Medical Center,LaFollette,37766,Acute Stroke Ready Hospital             ,The Joint Commission,36.38886,-84.112086
Arkansas,Fulton County Hospital,Salem,72576,Stroke Ready,State,36.38294,-91.81079
North Carolina,Annie Penn Hospital,Reidsville,27320,Stroke Ready Hospital,The Joint Commission,36.353124,-79.667068
Tennessee,Sycamore Shoals Hospital,Elizabethton,37643,Acute Stroke Ready Hospital             ,The Joint Commission,36.34659814,-82.2488038
Arkansas,Baxter Regional Medical Center,Mountain Home,72653,Stroke Ready,State,36.34297,-92.39585
Tennessee,Franklin Woods Community Hospital,Johnson City,37604,Acute Stroke Ready Hospital             ,The Joint Commission,36.335854,-82.401708
California,Hanford Community Hospital,Hanford,93230,Primary Stroke Center,The Joint Commission,36.329345,-119.659215
California,Kaweah Delta Health Care District,Visalia,93291,Primary Stroke Center,The Joint Commission,36.32749,-119.29418
Tennessee,TriStar Hendersonville Medical Center,Hendersonville,37075,Primary Stroke Center,The Joint Commission,36.32442,-86.62304
North Carolina,Sentara Albemarle Medical Center,Elizabeth City,27909,Primary Stroke Center,DNV GL,36.32317,-76.21871
Arkansas,Mercy Hospital Northwest Arkansas,Rogers,72758,Acute Stroke Ready Hospital,The Joint Commission,36.3096,-94.183
Tennessee,Johnson City Medical Center,Johnson City,37604,Comprehensive Stroke Center,The Joint Commission,36.3075,-82.38556
Arkansas,Five Rivers Medical Center,Pocahontas,72455,Stroke Ready,State,36.290442,-90.90711
Nevada,Centennial Hills Hospital Medical Center,Las Vegas,89149,Primary Stroke Center,The Joint Commission,36.28648,-115.28588
North Carolina,Vidant Roanoke Chowan Hospital,Ahoskie,27910,Stroke Ready Hospital,The Joint Commission,36.2854,-76.99454
Arkansas,WRMC Cherokee Village,Cherokee Village,72529,Stroke Ready,State,36.2700576,-91.5717229
North Carolina,Hugh Chatham Memorial Hospital,Elkin,28621,Primary Stroke Center,The Joint Commission,36.2618,-80.83857
Tennessee,TriStar Skyline Medical Center,Nashville,37207,Comprehensive Stroke Center,The Joint Commission,36.24598,-86.74965
Tennessee,Vanderbilt Wilson County Hospital,Lebanon,37087,Primary Stroke Center,The Joint Commission,36.22066,-86.32732
Nevada,Sunrise Mountainview Hospital,Las Vegas,89128,Primary Stroke Center,The Joint Commission,36.2154,-115.24929
Tennessee,Morristown-Hamblen Healthcare System,Morristown,37814,Primary Stroke Center,The Joint Commission,36.213769,-83.305292
North Carolina,Watauga Medical Center,Boone,28607,Primary Stroke Center,The Joint Commission,36.19891,-81.65137
Nevada,Summerlin Hospital Medical Center,Las Vegas,89144,Primary Stroke Center,The Joint Commission,36.18147,-115.31844
Tennessee,TriStar Summit Medical Center,Hermitage,37076,Primary Stroke Center,The Joint Commission,36.17598,-86.60888
Tennessee,Cookeville Regional Medical Center,Cookeville,38501,Primary Stroke Center,The Joint Commission,36.16969,-85.50874
Nevada,Valley Hospital Medical Center,Las Vegas,89106,Primary Stroke Center,The Joint Commission,36.163,-115.16624
Arkansas,Northwest Arkansas Hospitals,Springdale,72764,Primary Stroke Center,The Joint Commission,36.16255,-94.19013
Nevada,University Medical Center of Southern Nevada,Las Vegas,89102,Primary Stroke Center,The Joint Commission,36.160626,-115.168187
Tennessee,Saint Thomas Midtown Hospital,Nashville,37236,Primary Stroke Center,The Joint Commission,36.15388,-86.80249
Tennessee,TriStar Centennial Medical Center,Nashville,37203,Primary Stroke Center,The Joint Commission,36.1533,-86.80853
Oklahoma,Hillcrest Medical Center,Tulsa,74104,Comprehensive Stroke Center,DNV GL,36.14687,-95.9684
Tennessee,Vanderbilt University Medical Center,Nashville,37232,Comprehensive Stroke Center,The Joint Commission,36.14,-86.8016
Oklahoma,St. John Medical Center,Tulsa,74104,Comprehensive Stroke Center,The Joint Commission,36.13387,-95.96388
Nevada,Sunrise Hospital and Medical Center,Las Vegas,89109,Comprehensive Stroke Center,The Joint Commission,36.13253,-115.13532
Tennessee,Saint Thomas West Hospital,Nashville,37205,Comprehensive Stroke Center,The Joint Commission,36.12984,-86.84392
Oklahoma,Stillwater Medical Center,Stillwater,74074,Primary Stroke Center,DNV GL,36.11504,-97.0744
Nevada,Desert Springs Hospital Medical Center,Las Vegas,89119,Primary Stroke Center,The Joint Commission,36.11364,-115.12574
Arkansas,Washington Regional Medical Center,Fayetteville,72703,Comprehensive Stroke Center,The Joint Commission,36.10948,-94.15814
Tennessee,Jefferson Memorial Hospital,Jefferson City,37760,Acute Stroke Ready Hospital             ,The Joint Commission,36.10641,-83.51924
North Carolina,Moses H. Cone Memorial Hospital,Greensboro,27401,Comprehensive Stroke Center,The Joint Commission,36.091918,-79.785944
Nevada,Spring Valley Hospital Medical Center,Las Vegas,89118,Primary Stroke Center,The Joint Commission,36.09057,-115.24059
North Carolina,Wake Forest Baptist Medical Center,Winston Salem,27157,Comprehensive Stroke Center,The Joint Commission,36.08932,-80.26876
Tennessee,TriStar Southern Hills Medical Center,Nashville,37211,Primary Stroke Center,The Joint Commission,36.0758,-86.72127
North Carolina,Novant Health Forsyth Medical Center,Winston Salem,27103,Comprehensive Stroke Center,The Joint Commission,36.07546,-80.29654
Oklahoma,Saint Francis Hospital,Tulsa,74136,Comprehensive Stroke Center,DNV GL,36.07312,-95.91817
Tennessee,TriStar Horizon Medical Center,Dickson,37055,Primary Stroke Center,The Joint Commission,36.07308,-87.37494
Nevada,Henderson Hospital,Henderson,89011,Primary Stroke Center,The Joint Commission,36.0728,-115.03105
Nevada,Southern Hills Hospital and Medical Center,Las Vegas,89148,Primary Stroke Center,The Joint Commission,36.07216,-115.29539
North Carolina,Vidant Chowan Hospital,Edenton,27932,Stroke Ready Hospital,The Joint Commission,36.06982,-76.61057
North Carolina,Alamance Regional Medical Center,Burlington,27216,Primary Stroke Center,The Joint Commission,36.061978,-79.502531
Nevada,St. Rose Dominican Hospitals - San Martin Campus,Las Vegas,89113,Primary Stroke Center,The Joint Commission,36.05739,-115.27188
Tennessee,Tennova Healthcare - North Knoxville,Powell,37849,Primary Stroke Center,The Joint Commission,36.053311,-83.997345
North Carolina,Duke Regional Hospital,Durham,27704,Primary Stroke Center,The Joint Commission,36.03724,-78.89964
Oklahoma,Hillcrest Hospital South,Tulsa,74133,Primary Stroke Center,DNV GL,36.03539,-95.86344
Tennessee,Methodist Medical Center of Oak Ridge,Oak Ridge,37831,Primary Stroke Center,The Joint Commission,36.02446,-84.24383
North Carolina,Duke University Hospital,Durham,27710,Comprehensive Stroke Center,The Joint Commission,36.00764,-78.93755
Nevada,St. Rose Dominican Hospitals - Siena Campus,Henderson,89052,Primary Stroke Center,The Joint Commission,36.004578,-115.11532
North Carolina,Vidant Bertie Hospital,Windsor,27983,Stroke Ready Hospital,The Joint Commission,35.9886,-76.9288
North Carolina,Nash General Hospital,Rocky Mount,27804,Primary Stroke Center,The Joint Commission,35.97584,-77.85233
Tennessee,TriStar StoneCrest Medical Center,Smyrna,37167,Primary Stroke Center,The Joint Commission,35.97508,-86.56552
Tennessee,Tennova Newport Medical Center,Newport,37821,Acute Stroke Ready Hospital             ,The Joint Commission,35.96451,-83.18177
Tennessee,Fort Sanders Regional Medical Center,Knoxville,37916,Comprehensive Stroke Center,The Joint Commission,35.9572,-83.93717
Tennessee,Cumberland Medical Center,Crossville,38555,Primary Stroke Center,The Joint Commission,35.94454,-85.02371
Tennessee,The University of Tennessee Medical Center,Knoxville,37920,Comprehensive Stroke Center,The Joint Commission,35.94016,-83.94502
North Carolina,Vidant Edgecombe Hospital,Tarboro,27886,Primary Stroke Center,The Joint Commission,35.92115,-77.55585
Tennessee,Parkwest Medical Center,Knoxville,37923,Primary Stroke Center,The Joint Commission,35.91668,-84.10293
North Carolina,University of North Carolina Hospitals,Chapel Hill,27514,Comprehensive Stroke Center,The Joint Commission,35.904412,-79.04904
Tennessee,Roane Medical Center,Harriman,37748,Primary Stroke Center,The Joint Commission,35.88943726,-84.5568287
North Carolina,Novant Health Thomasville Medical Center,Thomasville,27360,Primary Stroke Center,The Joint Commission,35.87907,-80.11151
Tennessee,Saint Thomas Rutherford Hospital,Murfreesboro,37129,Primary Stroke Center,The Joint Commission,35.8608,-86.42555
Tennessee,LeConte Medical Center,Sevierville,37862,Primary Stroke Center,The Joint Commission,35.85564,-83.53568
Arkansas,St. Bernards Medical Center,Jonesboro,72401,Stroke Ready,State,35.83633,-90.70249
North Carolina,Duke Raleigh Hospital,Raleigh,27609,Thrombectomy Capable Stroke Center,The Joint Commission,35.82875,-78.61823
Tennessee,Fort Loudoun Medical Center,Lenoir City,37772,Primary Stroke Center,The Joint Commission,35.82591868,-84.2708068
North Carolina,Rex Hospital,Raleigh,27607,Thrombectomy Capable Stroke Center,The Joint Commission,35.818506,-78.704281
North Carolina,Lexington Medical Center,Lexington,27292,Primary Stroke Center,The Joint Commission,35.80582,-80.2874
North Carolina,Iredell Memorial Hospital,Statesville,28677,Primary Stroke Center,The Joint Commission,35.79985,-80.87862
North Carolina,WakeMed,Raleigh,27610,Primary Stroke Center,The Joint Commission,35.784941,-78.589372
Arkansas,White River Medical Center,Batesville,72501,Stroke Ready,State,35.76804,-91.63408
Tennessee,Blount Memorial Hospital,Maryville,37804,Primary Stroke Center,The Joint Commission,35.75633,-83.95943
North Carolina,WakeMed Cary Hospital,Cary,27518,Primary Stroke Center,The Joint Commission,35.74074,-78.78171
North Carolina,DLP Frye Regional Medical Center,Hickory,28601,Primary Stroke Center,The Joint Commission,35.73752,-81.33713
North Carolina,DLP Wilson Medical Center,Wilson,27893,Primary Stroke Center,The Joint Commission,35.71918,-77.94385
North Carolina,Catawba Valley Medical Center,Hickory,28602,Primary Stroke Center,The Joint Commission,35.71398,-81.26664
North Carolina,Novant Health Rowan Medical Center,Salisbury,28144,Primary Stroke Center,The Joint Commission,35.68194,-80.47108
North Carolina,MH Mission Hospital McDowell,Marion,28752,Stroke Ready Hospital,The Joint Commission,35.6635,-82.02809
Tennessee,Jackson-Madison County General Hospital,Jackson,38301,Primary Stroke Center,The Joint Commission,35.63906,-88.83207
Tennessee,Maury Regional Hospital,Columbia,38401,Primary Stroke Center,The Joint Commission,35.607731,-87.066718
Oklahoma,Mercy Hospital Oklahoma City,Oklahoma City,73120,Comprehensive Stroke Center,The Joint Commission,35.60718,-97.59948
North Carolina,Vidant Medical Center,Greenville,27835,Comprehensive Stroke Center,The Joint Commission,35.60712,-77.40456
Arkansas,Ozark Health Medical Center,Clinton,72031,Stroke Ready,State,35.592425,-92.4603
North Carolina,Mission Hospital,Asheville,28801,Comprehensive Stroke Center,The Joint Commission,35.58034,-82.549919
Texas,Pampa Prime Healthcare Services,Pampa,79065,Acute Stroke Ready Hospital             ,The Joint Commission,35.57256,-100.96418
California,Twin Cities Community Hospital,Templeton,93465,Primary Stroke Center,The Joint Commission,35.55535,-120.72066
North Carolina,Lake Norman Regional Medical Center,Mooresville,28117,Primary Stroke Center,The Joint Commission,35.54905,-80.85381
Oklahoma,INTEGRIS Baptist Medical Center,Oklahoma City,73112,Comprehensive Stroke Center,DNV GL,35.52914,-97.57598
New Mexico,Rehoboth McKinley Christian Health Care Services,Gallup,87301,Acute Stroke Ready Hospital,DNV GL,35.50663,-108.72676
Arkansas,Baptist Health Medical Center - Heber Springs,Heber Springs,72543,Stroke Ready,State,35.50453,-92.00071
North Carolina,Atrium Health Lincoln,Lincolnton,28092,Primary Stroke Center,The Joint Commission,35.49029,-81.20319
Arkansas,Mercy Hospital Ozark,Ozark,72949,Stroke Ready,State,35.48607,-93.83357
Oklahoma,OU Medicine,Oklahoma City,73104,Comprehensive Stroke Center,The Joint Commission,35.47851,-97.49797
Oklahoma,SSM Health St. Anthony Hospital â€“ Oklahoma City,Oklahoma City,73101,Primary Stroke Center,The Joint Commission,35.47799,-97.52351
North Carolina,DLP Central Carolina Medical Center,Sanford,27330,Primary Stroke Center,The Joint Commission,35.469107,-79.187853
Oklahoma,Midwest Regional Medical Center,Midwest City,73110,Primary Stroke Center,The Joint Commission,35.467033,-97.3934
Arkansas,Johnson Regional Medical Center,Clarksville,72830,Stroke Ready,State,35.46189,-93.44525
North Carolina,Atrium Health Cabarrus,Concord,28025,Primary Stroke Center,The Joint Commission,35.43555,-80.60305
Oklahoma,INTEGRIS Southwest Medical Center,Oklahoma City,73109,Primary Stroke Center,The Joint Commission,35.42135,-97.53316
North Carolina,Novant Health Huntersville Medical Center,Huntersville,28078,Primary Stroke Center,The Joint Commission,35.40598,-80.85995
California,Bakersfield Memorial Hospital,Bakersfield,93301,Thrombectomy Capable Stroke Center,The Joint Commission,35.39194,-119.00678
California,San Joaquin Community Hospital,Bakersfield,93301,Primary Stroke Center,The Joint Commission,35.38341,-119.020112
California,Kern Medical Center,Bakersfield,93306,Primary Stroke Center,The Joint Commission,35.38258,-118.97213
California,"Mercy Hospital, Dignity Health",Bakersfield,93301,Primary Stroke Center,The Joint Commission,35.37279,-119.0276
North Carolina,Atrium Health Stanly,Albemarle,28001,Primary Stroke Center,The Joint Commission,35.36389,-80.19453
Arkansas,Mercy Hospital Fort Smith,Fort Smith,72903,Primary Stroke Center,The Joint Commission,35.35379,-94.35294
North Carolina,Atrium Health University City,Charlotte,28262,Primary Stroke Center,The Joint Commission,35.3072,-80.74748
North Carolina,Atrium Health Cleveland,Shelby,28150,Primary Stroke Center,The Joint Commission,35.30288,-81.53571
California,Sierra Vista Hospital,San Luis Obispo,93405,Thrombectomy Capable Stroke Center,The Joint Commission,35.291976,-120.665608
North Carolina,Lenoir Memorial Hospital,Kinston,28501,Primary Stroke Center,The Joint Commission,35.289832,-77.583133
Arkansas,Mercy Hospital Paris,Paris,72855,Stroke Ready,State,35.28903,-93.72505
California,French Hospital Medical Center,San Luis Obispo,93401,Primary Stroke Center,The Joint Commission,35.27838,-120.65064
Arkansas,St. Mary's Regional Medical Center,Russellville,72801,Stroke Ready,State,35.27644,-93.136045
North Carolina,Gaston Memorial Hospital,Gastonia,28054,Primary Stroke Center,The Joint Commission,35.273,-81.136788
Tennessee,Methodist North Hospital,Memphis,38128,Primary Stroke Center,The Joint Commission,35.23401,-89.89217
Oklahoma,Norman Regional Hospital,Norman,73071,Primary Stroke Center,The Joint Commission,35.23027,-97.4401
North Carolina,Novant Health Mint Hill Medical Center,Charlotte,28215,Stroke Ready Hospital,The Joint Commission,35.22267,-80.64865
North Carolina,Novant Health Presbyterian Medical Center,Charlotte,28204,Comprehensive Stroke Center,The Joint Commission,35.21218,-80.82403
Arizona,Flagstaff Medical Center,Flagstaff,86001,Primary Stroke Center,DNV GL,35.20858,-111.64509
Tennessee,Saint Francis Hospital - Bartlett,Bartlett,38133,Primary Stroke Center,The Joint Commission,35.20712,-89.80059
North Carolina,FirstHealth of the Carolinas,Pinehurst,28374,Primary Stroke Center,The Joint Commission,35.20584,-79.45676
Texas,Northwest Texas Healthcare System,Amarillo,79106,Primary Stroke Center,The Joint Commission,35.200678,-101.921217
